id,fruit
DEBE01YYK000087H_737,gooseberry
DEBE01YYK000085n,kiwi
DEBE01YYK00006OQ,apple
DEBE01YYK0000AYc,gooseberry
DEBE01YYK00009xQ,apple
DEBE01YYK0001xNP,banana
DEBE01YYK00006Ws,kiwi
DEBE01YYK00004qB,gooseberry
DEBE01YYK0001zDJ_762,banana
DEBE01YYK00005bz_534,kiwi
DEBE01YYK000048I_128,banana
DEBE01YYK00003OO,banana
DEBE00YY2ko0001f,pear
DEBE01YYK00007kv,pear
DEBE01YYK00005Ba,apple
DEBE01YYK0000Emc,apple
DEBE01YYK00004l8,kiwi
DEBE00YY2ko0000r,pear
DEBE01YYK00005Bh,gooseberry
DEBE01YYK0000E5g,banana
DEBE01YYK0000A4M,pear
DEBE01YYK00004Pc,apple
DEBE01YYK000032O_797,apple
DEBE01YYK0000AgV_364,kiwi
DEBE01YYK0000D2s,banana
DEBE01YYK0000Bf9,pear
DEBE01YYK00005kG,kiwi
DEBE01YYK00008rk,kiwi
DEBE01YYK0000Etf,apple
DEBE01YYK00007SG,gooseberry
DEBE01YYK00008bS,apple
DEBE01YYK00005JV,gooseberry
DEBE01YYK0000Ckg,apple
DEBE01YYK0000BBW,pear
DEBE01YYK0000FNg,banana
DEBE01YYK0000C3f,banana
DEBE00YY2ea00008,pear
DEBE01YYK00006tz,banana
DEBE00YYlU0000B2,gooseberry
DEBE01YYK00002LU,kiwi
DEBE01YYK00007KU,banana
DEBE01YYK00002dn,apple
DEBE01YYK00009YI,kiwi
DEBE01AL2tV0001f,pear
DEBE01YYK000035D,gooseberry
DEBE01YYK0001zBv,kiwi
DEBE01AL2tV0001a,gooseberry
DEBE01YYK0001xIC_18,pear
DEBE01YYK0001z6d_377,banana
DEBE01YYK0000EpD,pear
DEBE01YYK00006if,gooseberry
DEBE01AL2tV0001I,banana
DEBE01AL2tV0001F,kiwi
DEBE01YYK0000BWm,kiwi
DEBE01YYK000028w,apple
DEBE00YYvQ0000MG_791,pear
DEBE01YYK0000An1,kiwi
DEBE01YYK0000DG5,banana
DEBE01AL2tV0001Y,gooseberry
DEBE01AL2tV0001d,apple
DEBE01YYK00003t6,gooseberry
DEBE01YYK00003Ey_285,pear
DEBE01YYK00005oN,apple
DEBE01YYK0000171,pear
DEBE01YYK00009rN,kiwi
DEBE01YYK0000Ci5,apple
DEBE01YYK0000AaT,banana
DEBE01YYK00009dA,apple
DEBE01YYK000019Q,apple
DEBE01YYK0000Cr0,apple
DEBE01YYK00007YT,pear
DEBE01YYK00007H8,pear
DEBE01YYK00001EZ,pear
DEBE01YYK00008lt,banana
DEBE01YYK000096G,pear
DEBE01YYK0000DNH,banana
DEBE01YYK0001xTG,pear
DEBE01YYK0000BmL,banana
DEBE01YYK0000CRg,gooseberry
DEBE01YYK0001xW8,apple
DEBE01YYK0000Dna,banana
DEBE01YYK00001Kk,gooseberry
DEBE01YYK0000Bos,banana
DEBE01YYK0000Eof,gooseberry
DEBE01YYK00004Nb,gooseberry
DEBE01YYK00000jO,gooseberry
DEBE01YYK00004JW,banana
DEBE01YYK00005wL,kiwi
DEBE01YYK00008nj,pear
DEBE01YYK00003e6,apple
DEBE01YYK000024q,banana
DEBE01YYK0001yBu,kiwi
DEBE01YYK00005tH,apple
DEBE01YYK0000CHy,gooseberry
DEBE01YYK0000C36,apple
DEBE01YYK0000BtX,kiwi
DEBE01YYK0001y83,banana
DEBE01YYK0001yxt,gooseberry
DEBE01YYK0000Avm,gooseberry
DEBE01YYK00005vT,gooseberry
DEBE01YYK00002ft,pear
DEBE01YYK0000AME,gooseberry
DEBE01YYK0000Dns,apple
DEBE01YYK0000Bbs,apple
DEBE01YYK00001TC,kiwi
DEBE01YYK00003IB,apple
DEBE01YYK00009Vz,gooseberry
DEBE01YYK0000BJb,banana
DEBE01YYK00001xC,gooseberry
DEBE01YYK0000EGa,pear
DEBE01YYK0000ANx,apple
DEBE01YYK00005Qs,apple
DEBE01YYK00002C5,apple
DEBE01YYK0001xOw,banana
DEBE01YYK00009X5,pear
DEBE01YYK0001yOf,kiwi
DEBE01YYK00005qN,apple
DEBE01YYK0000D8h,banana
DEBE01YYK0000Bu8,kiwi
DEBE01YYK0000Aqm,gooseberry
DEBE01YYK0000CEa,apple
DEBE01YYK0000Ap7,banana
DEBE01YYK00005oN_755,banana
DEBE01YYK00002C5_84,pear
DEBE01YYK00005Hs,apple
DEBE01YYK00002B8,apple
DEBE01YYK00006x5,kiwi
DEBE01YYK00007L9,gooseberry
DEBE01YYK00007aP,kiwi
DEBE01YYK00004F1,kiwi
DEBE01YYK00006P1,gooseberry
DEBE01YYK0001wzZ,gooseberry
DEBE01YYK0000C3b,pear
DEBE01YYK00005qB,pear
DEBE01YYK0000F2d,apple
DEBE01YYK00009da,pear
DEBE01YYK00006CX,gooseberry
DEBE01YYK00009GM,kiwi
DEBE01YYK0001xpN,kiwi
DEBE01YYK0000CDr,gooseberry
DEBE01YYK000027L,kiwi
DEBE01YYK000024M,pear
DEBE01YYK0000BTC,apple
DEBE00YY1oW0001Q,pear
DEBE01YYK000091I,banana
DEBE01YYK00001Sj,kiwi
DEBE01YYK0000Cu7,kiwi
DEBE01YYK00009jO,banana
DEBE01YYK00001N7,gooseberry
DEBE01YYK00002Eq,apple
DEBE01YYK0000FSO,apple
DEBE01YYK000054h,banana
DEBE01YYK00007F2,kiwi
DEBE01YYK00002uB,banana
DEBE01YYK000031x,banana
DEBE01YYK00004uG,kiwi
DEBE01YYK0000Bw3,pear
DEBE01YYK0001zDG,banana
DEBE01YYK00009e7,gooseberry
DEBE01YYK000094b,apple
DEBE01YYK0000813,kiwi
DEBE01YYK0000FF1,kiwi
DEBE01YYK0000Cju,gooseberry
DEBE01YYK00000rt,gooseberry
DEBE01YYK000074v,banana
DEBE01YYK0000Cr0_232,kiwi
DEBE01YYK00006SR,apple
DEBE01YYK00009gH,kiwi
DEBE01YYK0000E5p,gooseberry
DEBE01YYK00003e6_55,banana
DEBE01YYK00003IT,kiwi
DEBE01YYK00009E9,kiwi
DEBE01YYK00005WG,apple
DEBE01YYK00005wN,pear
DEBE00YY1Mr0004q,apple
DEBE00YY1Mr0004N,apple
DEBE00YY1Mr0004O,gooseberry
DEBE01YYK0001yL8,apple
DEBE01YYK00000n9,gooseberry
DEBE01YYK00003w7,apple
DEBE00YYzL00001m,apple
DEBE01YYK00005vT_180,gooseberry
DEBE01YYK0000AME_883,gooseberry
DEBE01YYK0000Bbs_789,apple
DEBE01YYK00005cs,banana
DEBE00YY1Mr0004R,pear
DEBE01YYK0001yy4,banana
DEBE01YYK0000DYu,gooseberry
DEBE01YYK0001ynA,banana
DEBE01YYK0000FAG,gooseberry
DEBE01YYK0001yA3,gooseberry
DEBE00YY1Mr0004P,banana
DEBE01YYK00009S7,apple
DEBE01YYK00005dM,gooseberry
DEBE01YYK00009Rt,pear
DEBE01YYK00006zH,kiwi
DEBE01YYK00001xC_159,gooseberry
DEBE01YYK0001xhD,kiwi
DEBE01YYK0001xIE,pear
DEBE01YYK0001yAl,apple
DEBE01YYK0001zBZ,banana
DEBE01YYK0001y0P,kiwi
DEBE01YYK0001xfj,banana
DEBE01YYK0001yXW,apple
DEBE01YYK0001yE0,apple
DEBE01YYK0001x45,apple
DEBE01YYK0001wzN,pear
DEBE01YYK0001xUR,gooseberry
DEBE01YYK0001yPs,kiwi
DEBE01YYK0001y86,kiwi
DEBE01YYK0001xbI,banana
DEBE01YYK0001xtt,kiwi
DEBE01YYK0001ydY,gooseberry
DEBE01YYK0001y32,pear
DEBE01YYK0001yHj,banana
DEBE01YYK0001y0x,gooseberry
DEBE01YYK0001z2N,gooseberry
DEBE01YYK0001yaK,gooseberry
DEBE01YYK0001xEA,pear
DEBE01YYK0001xaB,kiwi
DEBE01YYK0001xZT,banana
DEBE01YYK0001xBM,banana
DEBE01YYK0001ymx,kiwi
DEBE01YYK0001yDM,apple
DEBE01YYK0001zEO,kiwi
DEBE01YYK0001xyJ,apple
DEBE01YYK0001z74,kiwi
DEBE01YYK0001xKu,apple
DEBE01YYK0001ysf,apple
DEBE01YYK0001yuh,banana
DEBE01YYK0001ymg,apple
DEBE01YYK0001xiK,gooseberry
DEBE01YYK0001yOn,banana
DEBE01YYK0001xcl,banana
DEBE01YYK0001xjb,banana
DEBE01YYK0001yF0,banana
DEBE01YYK0001x7P,kiwi
DEBE01YYK0001yi7,kiwi
DEBE01YYK0001yKX,apple
DEBE01YYK0001xPH,gooseberry
DEBE01YYK0001yP9,apple
DEBE01YYK0001x0n,banana
DEBE01YYK0001xDq,pear
DEBE01YYK0001xeV,apple
DEBE01YYK0001yfp,pear
DEBE01YYK0001xN8,gooseberry
DEBE01YYK0001x9G,banana
DEBE01YYK0001yb6,banana
DEBE01YYK0001ywP,gooseberry
DEBE01YYK0001yg5,gooseberry
DEBE01YYK0001x9C,apple
DEBE01YYK0001xc3,gooseberry
DEBE01YYK0001xh8,gooseberry
DEBE01YYK0001x4c,apple
DEBE01YYK0001y2P,gooseberry
DEBE01YYK0001yDL,apple
DEBE01YYK0001yCJ,pear
DEBE01YYK0001ySl,kiwi
DEBE01YYK0001y9F,kiwi
DEBE01YYK0001xUW,pear
DEBE01YYK0001xBf,banana
DEBE01YYK0001xgk,kiwi
DEBE01YYK0001ybr,kiwi
DEBE01YYK0001xSQ,pear
DEBE01YYK0001xGB,kiwi
DEBE01YYK0001xZG,banana
DEBE01YYK0001ykH,kiwi
DEBE01YYK0001yRW,kiwi
DEBE01YYK0001y2t,kiwi
DEBE01YYK0001xkP,apple
DEBE01YYK0001x4e,kiwi
DEBE01YYK0001y4R,kiwi
DEBE01YYK0001yOZ,kiwi
DEBE01YYK0001z5K,banana
DEBE01YYK0001x74,kiwi
DEBE01YYK0001x7V,banana
DEBE01YYK0001ycL,pear
DEBE01YYK0001yjq,pear
DEBE01YYK0001xzy,banana
DEBE01YYK0001yuw,apple
DEBE01YYK0001ySi,gooseberry
DEBE01YYK0001yzz,pear
DEBE01YYK0001xj0,kiwi
DEBE01YYK0001xZK,apple
DEBE01YYK0001yqI,kiwi
DEBE01YYK0001xt3,pear
DEBE01YYK0001y4o,banana
DEBE01YYK0001xXj,gooseberry
DEBE01YYK0001yJV,banana
DEBE01YYK0001x8x,gooseberry
DEBE01YYK0001yfw,kiwi
DEBE01YYK0001x3u,pear
DEBE01YYK0001xpK,kiwi
DEBE01YYK0001yBl,pear
DEBE01YYK0001xZ3,gooseberry
DEBE01YYK0001yRw,apple
DEBE01YYK0001x9O,banana
DEBE01YYK0001xvg,banana
DEBE01YYK0001yHV,pear
DEBE01YYK0001xtN,gooseberry
DEBE01YYK0001xSx,gooseberry
DEBE01YYK0001x7q,gooseberry
DEBE01YYK0001y7E,gooseberry
DEBE01YYK0001ySc,gooseberry
DEBE01YYK0001yJJ,gooseberry
DEBE01YYK0001xUY,apple
DEBE01YYK0001yd7,banana
DEBE01YYK0001yt0,apple
DEBE01YYK0001xDd,pear
DEBE01YYK0001xOK,kiwi
DEBE01YYK0001xZq,kiwi
DEBE01YYK0001xDE,pear
DEBE01YYK0001xgE,apple
DEBE01YYK0001yhL,banana
DEBE01YYK0001yV1,kiwi
DEBE01YYK0001x1a,kiwi
DEBE01YYK0001xef,banana
DEBE01YYK0001xej,pear
DEBE01YYK0001x9p,gooseberry
DEBE01YYK0001yHZ,gooseberry
DEBE01YYK0001xrx,apple
DEBE01YYK0001xW7,banana
DEBE01YYK0001yT2,gooseberry
DEBE01YYK0001xUp,apple
DEBE01YYK0001xlk,kiwi
DEBE01YYK0001xfc,pear
DEBE01YYK0001x9z,gooseberry
DEBE01YYK0001ywN,pear
DEBE01YYK0001xhv,pear
DEBE01YYK0001yIz,banana
DEBE01YYK0001zD5,gooseberry
DEBE01YYK0001y62,pear
DEBE01YYK0001zA6,banana
DEBE01YYK0001z6U,gooseberry
DEBE01YYK0001yXQ,banana
DEBE01YYK0001yef,gooseberry
DEBE01YYK0001ygi,apple
DEBE01YYK0001xNF,kiwi
DEBE01YYK0001yoY,banana
DEBE01YYK0001x9x,banana
DEBE01YYK0001yKp,banana
DEBE01YYK0001xyF,kiwi
DEBE01YYK0001z5p,apple
DEBE01YYK0001xIe,kiwi
DEBE01YYK0001z2a,kiwi
DEBE01YYK0001zCa,banana
DEBE01YYK0001xtT,gooseberry
DEBE01YYK0001xFt,gooseberry
DEBE01YYK0001xiD,banana
DEBE01YYK0001yid,apple
DEBE01YYK0001y66,apple
DEBE01YYK0001xlC,kiwi
DEBE01YYK0001yN0,banana
DEBE01YYK0001z9O,banana
DEBE01YYK0001ycy,kiwi
DEBE01YYK0001xN6,gooseberry
DEBE01YYK0001yYY,kiwi
DEBE01YYK0001yQt,pear
DEBE01YYK0001yQs,pear
DEBE01YYK0001yBt,kiwi
DEBE01YYK0001zCq,kiwi
DEBE01YYK0001xqq,pear
DEBE01YYK0001yxY,apple
DEBE01YYK0001xHB,apple
DEBE01YYK0001x54,gooseberry
DEBE01YYK0001xKW,banana
DEBE01YYK0001ydD,gooseberry
DEBE01YYK0001xDN,gooseberry
DEBE01YYK0001yni,pear
DEBE01YYK0001z9o,kiwi
DEBE01YYK0001yqr,gooseberry
DEBE01YYK0001xjI,apple
DEBE01YYK0001yXA,pear
DEBE01YYK0001yx7,kiwi
DEBE01YYK0001xw3,banana
DEBE01YYK0001xRN,banana
DEBE01YYK0001yEG,kiwi
DEBE01YYK0001yDc,kiwi
DEBE01YYK0001xBz,kiwi
DEBE01YYK0001xq3,banana
DEBE01YYK0001yK6,gooseberry
DEBE01YYK0001ypD,pear
DEBE01YYK0001xDH,banana
DEBE01YYK0001zEd,gooseberry
DEBE01YYK0001y9l,kiwi
DEBE01YYK0001x6U,apple
DEBE01YYK0001ya1,pear
DEBE01YYK0001y2o,pear
DEBE01YYK0001yZG,pear
DEBE01YYK0001ybd,banana
DEBE01YYK0001xUN,gooseberry
DEBE01YYK0001ysX,pear
DEBE01YYK0001xXQ,banana
DEBE01YYK0001xB0,pear
DEBE01YYK0001yVQ,kiwi
DEBE01YYK0001z1s,banana
DEBE01YYK0001yup,kiwi
DEBE01YYK0001xvF,pear
DEBE01YYK0001xOI,pear
DEBE01YYK0001yX3,kiwi
DEBE01YYK0001yW1,pear
DEBE01YYK0001z3F,kiwi
DEBE01YYK0001x1j,pear
DEBE01YYK0001x0u,pear
DEBE01YYK0001xIu,kiwi
DEBE01YYK0001xfm,kiwi
DEBE01YYK0001ycN,gooseberry
DEBE01YYK0001z3K,kiwi
DEBE01YYK0001yXC,banana
DEBE01YYK0001xIG,banana
DEBE01YYK0001y0K,pear
DEBE01YYK0001xOs,apple
DEBE01YYK0001z9S,apple
DEBE01YYK0001wzd,pear
DEBE01YYK0001yeW,apple
DEBE01YYK0001yOq,kiwi
DEBE01YYK0001xie,kiwi
DEBE01YYK0001xcG,banana
DEBE01YYK0001yay,pear
DEBE01YYK0001yER,banana
DEBE01YYK0001yzp,apple
DEBE01YYK0001x5h,pear
DEBE01YYK0001yjn,gooseberry
DEBE01YYK0001xVH,apple
DEBE01YYK0001ynL,banana
DEBE01YYK0001y9P,pear
DEBE01YYK0001xOF,kiwi
DEBE01YYK0001xl1,banana
DEBE01YYK0001xaK,kiwi
DEBE01YYK0001xhc,banana
DEBE01YYK0001yfN,kiwi
DEBE01YYK0001yfo,kiwi
DEBE01YYK0001xWR,kiwi
DEBE01YYK0001xDr,kiwi
DEBE01YYK0001xOx,pear
DEBE01YYK0001ykR,apple
DEBE01YYK0001xEm,pear
DEBE01YYK0001xYR,apple
DEBE01YYK0001xCs,gooseberry
DEBE01YYK0001y2L,pear
DEBE01YYK0001yhE,gooseberry
DEBE01YYK0001yKl,pear
DEBE01YYK0001xGm,gooseberry
DEBE01YYK0001xoI,apple
DEBE01YYK0001xCp,banana
DEBE01YYK0001xcs,gooseberry
DEBE01YYK0001xTJ,kiwi
DEBE01YYK0001z2P,banana
DEBE01YYK0001xhM,apple
DEBE01YYK0001yjy,gooseberry
DEBE01YYK0001yQL,apple
DEBE01YYK0001yvp,pear
DEBE01YYK0001yPg,gooseberry
DEBE01YYK0001xYK,apple
DEBE01YYK0001xPR,kiwi
DEBE01YYK0001zAs,apple
DEBE01YYK0001xG9,kiwi
DEBE01YYK0001zDx,banana
DEBE01YYK0001yLJ,banana
DEBE01YYK0001yl4,pear
DEBE01YYK0001zD6,banana
DEBE01YYK0001ygw,pear
DEBE01YYK0001yqL,pear
DEBE01YYK0001ys6,apple
DEBE01YYK0001xjf,kiwi
DEBE01YYK0001yqf,gooseberry
DEBE01YYK0001xeQ,kiwi
DEBE01YYK0001xTV,kiwi
DEBE01YYK0001z9Y,apple
DEBE01YYK0001ysw,kiwi
DEBE01YYK0001xfx,kiwi
DEBE01YYK0001ygA,gooseberry
DEBE01YYK0001xhq,pear
DEBE01YYK0001yIn,kiwi
DEBE01YYK0001yBT,gooseberry
DEBE01YYK0001z8k,banana
DEBE01YYK0001xOV,banana
DEBE01YYK0001xKY,banana
DEBE01YYK0001yKG,gooseberry
DEBE01YYK0001yjp,pear
DEBE01YYK0001xbM,banana
DEBE01YYK0001z7D,kiwi
DEBE01YYK0001xdY,apple
DEBE01YYK0001xRa,apple
DEBE01YYK0001xdV,apple
DEBE01YYK0001xKB,gooseberry
DEBE01YYK0001yA7,kiwi
DEBE01YYK0001x5O,kiwi
DEBE01YYK0001z84,kiwi
DEBE01YYK0001xlJ,gooseberry
DEBE01YYK0001xF8,banana
DEBE01YYK0001xnr,kiwi
DEBE01YYK0001y4J,apple
DEBE01YYK0001z8m,apple
DEBE01YYK0001yQb,gooseberry
DEBE01YYK0001y0n,banana
DEBE01YYK0001ycK,pear
DEBE01YYK0001xet,apple
DEBE01YYK0001xl9,gooseberry
DEBE01YYK0001yLg,gooseberry
DEBE01YYK0001ydE,kiwi
DEBE01YYK0001yle,kiwi
DEBE01YYK0001xJT,pear
DEBE01YYK0001yUq,banana
DEBE01YYK0001xo2,pear
DEBE01YYK0001z6g,banana
DEBE01YYK0001xaZ,apple
DEBE01YYK0001xQp,gooseberry
DEBE01YYK0001z1F,apple
DEBE01YYK0001yfc,apple
DEBE01YYK0001y50,gooseberry
DEBE01YYK0001xtj,gooseberry
DEBE01YYK0001xx5,pear
DEBE01YYK0001yb1,gooseberry
DEBE01YYK0001z29,pear
DEBE01YYK0001y95,kiwi
DEBE01YYK0001yWr,kiwi
DEBE01YYK0001yye,kiwi
DEBE01YYK0001xE2,pear
DEBE01YYK0001yzj,apple
DEBE01YYK0001zEp,gooseberry
DEBE01YYK0001xHV,kiwi
DEBE01YYK0001yA6,pear
DEBE01YYK0001xrF,apple
DEBE01YYK0001z7w,pear
DEBE01YYK0001yHF,apple
DEBE01YYK0001xJA,gooseberry
DEBE01YYK0001y7L,banana
DEBE01YYK0001xF7,gooseberry
DEBE01YYK0001y7B,kiwi
DEBE01YYK0001xLL,apple
DEBE01YYK0001x4x,apple
DEBE01YYK0001xn7,kiwi
DEBE01YYK0001xpj,kiwi
DEBE01YYK0001yEK,gooseberry
DEBE01YYK0001xXU,banana
DEBE01YYK0001y4f,pear
DEBE01YYK0001xgt,gooseberry
DEBE01YYK0001yyd,apple
DEBE01YYK0001y7V,apple
DEBE01YYK0001xfr,gooseberry
DEBE01YYK0001yMb,kiwi
DEBE01YYK0001xEQ,gooseberry
DEBE01YYK0001yyL,kiwi
DEBE01YYK0001yR5,gooseberry
DEBE01YYK0001xs9,banana
DEBE01YYK0001yHQ,pear
DEBE01YYK0001ykd,kiwi
DEBE01YYK0001z1O,banana
DEBE01YYK0001xSP,kiwi
DEBE01YYK0001yxb,pear
DEBE01YYK0001y1C,apple
DEBE01YYK0001xwj,pear
DEBE01YYK0001yqg,banana
DEBE01YYK0001ymZ,apple
DEBE01YYK0001xIF,banana
DEBE01YYK0001yoC,apple
DEBE01YYK0001x19,pear
DEBE01YYK0001z4K,pear
DEBE01YYK0001wzC,banana
DEBE01YYK0001xQG,banana
DEBE01YYK0001xTj,kiwi
DEBE01YYK0001xKX,banana
DEBE01YYK0001ydM,gooseberry
DEBE01YYK0001yRY,kiwi
DEBE01YYK0001z1w,gooseberry
DEBE01YYK0001xYh,banana
DEBE01YYK0001ybB,banana
DEBE01YYK0001yRr,banana
DEBE01YYK0001xHA,kiwi
DEBE01YYK0001xyB,apple
DEBE01YYK0001ybm,banana
DEBE01YYK0001x9v,gooseberry
DEBE01YYK0001yTQ,banana
DEBE01YYK0001z0K,banana
DEBE01YYK0001xL6,kiwi
DEBE01YYK0001ym4,apple
DEBE01YYK0001yUA,kiwi
DEBE01YYK0001yzb,kiwi
DEBE01YYK0001xau,banana
DEBE01YYK0001xcn,gooseberry
DEBE01YYK0001wzI,apple
DEBE01YYK0001xsB,kiwi
DEBE01YYK0001xdx,gooseberry
DEBE01YYK0001xbF,banana
DEBE01YYK0001xvu,kiwi
DEBE01YYK0001xyU,banana
DEBE01YYK0001x9M,kiwi
DEBE01YYK0001xMq,kiwi
DEBE01YYK0001y7O,banana
DEBE01YYK0001xWf,banana
DEBE01YYK0001yRS,apple
DEBE01YYK0001xHj,banana
DEBE01YYK0001yBM,gooseberry
DEBE01YYK0001yvs,apple
DEBE01YYK0001ynT,pear
DEBE01YYK0001y8r,kiwi
DEBE01YYK0001z7F,banana
DEBE01YYK0001xcK,apple
DEBE01YYK0001x4T,banana
DEBE01YYK0001xdv,kiwi
DEBE01YYK0001xu3,kiwi
DEBE01YYK0001wzm,pear
DEBE01YYK0001xq6,pear
DEBE01YYK0001yxK,gooseberry
DEBE01YYK0001xZn,kiwi
DEBE01YYK0001xy8,banana
DEBE01YYK0001xMP,apple
DEBE01YYK0001xYH,banana
DEBE01YYK0001yc3,apple
DEBE01YYK0001xsZ,apple
DEBE01YYK0001x1K,pear
DEBE01YYK0001x33,gooseberry
DEBE01YYK0001y7J,banana
DEBE01YYK0001yaQ,banana
DEBE01YYK0001yYE,gooseberry
DEBE01YYK0001yIg,kiwi
DEBE01YYK0001yc7,apple
DEBE01YYK0001y0a,apple
DEBE01YYK0001yu8,kiwi
DEBE01YYK0001xDY,pear
DEBE01YYK0001yEF,gooseberry
DEBE01YYK0001yc5,pear
DEBE01YYK0001yyr,pear
DEBE01YYK0001xWH,kiwi
DEBE01YYK0001y1F,gooseberry
DEBE01YYK0001xvb,gooseberry
DEBE01YYK0001z33,kiwi
DEBE01YYK0001ysn,kiwi
DEBE01YYK0001x5W,pear
DEBE01YYK0001y5e,apple
DEBE01YYK0001ydO,kiwi
DEBE01YYK0001xbC,banana
DEBE01YYK0001zC0,kiwi
DEBE01YYK0001yhd,pear
DEBE01YYK0001xNV,gooseberry
DEBE01YYK0001zF2,apple
DEBE01YYK0001xbD,gooseberry
DEBE01YYK0001xWj,gooseberry
DEBE01YYK0001yUV,kiwi
DEBE01YYK0001yjh,banana
DEBE01YYK0001xr8,banana
DEBE01YYK0001ymV,banana
DEBE01YYK0001y5I,gooseberry
DEBE01YYK0001x8B,gooseberry
DEBE01YYK0001xTb,kiwi
DEBE01YYK0001y6Z,gooseberry
DEBE01YYK0001xa5,banana
DEBE01YYK0001xQu,kiwi
DEBE01YYK0001yfW,kiwi
DEBE01YYK0001y6o,pear
DEBE01YYK0001y3O,apple
DEBE01YYK0001yq3,kiwi
DEBE01YYK0001yQd,kiwi
DEBE01YYK0001xmZ,banana
DEBE01YYK0001x14,pear
DEBE01YYK0001y6w,gooseberry
DEBE01YYK0001xnF,banana
DEBE01YYK0001xiw,pear
DEBE01YYK0001xS4,gooseberry
DEBE01YYK0001z62,banana
DEBE01YYK0001yFQ,banana
DEBE01YYK0001yAh,kiwi
DEBE01YYK0001zDF,banana
DEBE01YYK0001xgg,pear
DEBE01YYK0001y6r,banana
DEBE01YYK0001yai,banana
DEBE01YYK0001xMY,apple
DEBE01YYK0001yuR,pear
DEBE01YYK0001ysq,kiwi
DEBE01YYK0001x4J,kiwi
DEBE01YYK0001xap,pear
DEBE01YYK0001ywt,pear
DEBE01YYK0001yUP,kiwi
DEBE01YYK0001y08,pear
DEBE01YYK0001ye6,banana
DEBE01YYK0001ygb,gooseberry
DEBE01YYK0001yq4,gooseberry
DEBE01YYK0001yfl,pear
DEBE01YYK0001yOY,banana
DEBE01YYK0001xxj,gooseberry
DEBE01YYK0001xIO,apple
DEBE01YYK0001z31,banana
DEBE01YYK0001yGT,pear
DEBE01YYK0001xRB,banana
DEBE01YYK0001x5l,banana
DEBE01YYK0001z0R,apple
DEBE01YYK0001xm6,pear
DEBE01YYK0001yW4,kiwi
DEBE01YYK0001yeH,gooseberry
DEBE01YYK0001xYc,pear
DEBE01YYK0001xDM,banana
DEBE01YYK0001z6E,gooseberry
DEBE01YYK0001xc2,banana
DEBE01YYK0001y4q,kiwi
DEBE01YYK0001x2X,banana
DEBE01YYK0001yr7,gooseberry
DEBE01YYK0001zEE,apple
DEBE01YYK0001xIU,kiwi
DEBE01YYK0001ygr,apple
DEBE01YYK0001ygk,pear
DEBE01YYK0001ytk,pear
DEBE01YYK0001x6F,pear
DEBE01YYK0001y1H,apple
DEBE01YYK0001xQn,kiwi
DEBE01YYK0001x9H,kiwi
DEBE01YYK0001y5E,banana
DEBE01YYK0001xKJ,banana
DEBE01YYK0001yVE,banana
DEBE01YYK0001x1q,apple
DEBE01YYK0001yy0,pear
DEBE01YYK0001xu1,pear
DEBE01YYK0001xZ0,banana
DEBE01YYK0001ypg,apple
DEBE01YYK0001zB7,apple
DEBE01YYK0001xRU,gooseberry
DEBE01YYK0001xKN,gooseberry
DEBE01YYK0001yLj,pear
DEBE01YYK0001z1f,banana
DEBE01YYK0001ysa,kiwi
DEBE01YYK0001yUF,pear
DEBE01YYK0001zBl,kiwi
DEBE01YYK0001x0w,apple
DEBE01YYK0001xok,apple
DEBE01YYK0001z8a,gooseberry
DEBE01YYK0001xFr,kiwi
DEBE01YYK0001yCw,apple
DEBE01YYK0001xB3,apple
DEBE01YYK0001yFm,kiwi
DEBE01YYK0001xU4,apple
DEBE01YYK0001ybI,apple
DEBE01YYK0001xBb,gooseberry
DEBE01YYK0001yVP,kiwi
DEBE01YYK0001x1s,apple
DEBE01YYK0001xA4,kiwi
DEBE01YYK0001y7j,kiwi
DEBE01YYK0001yCq,apple
DEBE01YYK0001z2f,gooseberry
DEBE01YYK0001z9W,apple
DEBE01YYK0001xUQ,banana
DEBE01YYK0001xsG,pear
DEBE01YYK0001yUI,apple
DEBE01YYK0001y84,kiwi
DEBE01YYK0001yrM,banana
DEBE01YYK0001xrZ,banana
DEBE01YYK0001xyr,gooseberry
DEBE01YYK0001z35,kiwi
DEBE01YYK0001z1d,pear
DEBE01YYK0001xfR,kiwi
DEBE01YYK0001y0O,banana
DEBE01YYK0001xPG,apple
DEBE01YYK0001z0v,gooseberry
DEBE01YYK0001xms,apple
DEBE01YYK0001xLv,gooseberry
DEBE01YYK0001zBR,kiwi
DEBE01YYK0001yWn,pear
DEBE01YYK0001xZV,kiwi
DEBE01YYK0001x1C,kiwi
DEBE01YYK0001xOU,pear
DEBE01YYK0001yFy,banana
DEBE01YYK0001ylq,banana
DEBE01YYK0001xIR,pear
DEBE01YYK0001yb9,gooseberry
DEBE01YYK0001xGw,banana
DEBE01YYK0001ycV,banana
DEBE01YYK0001xUx,pear
DEBE01YYK0001y6a,apple
DEBE01YYK0001yZ6,banana
DEBE01YYK0001ySy,gooseberry
DEBE01YYK0001xrC,gooseberry
DEBE01YYK0001yL7,banana
DEBE01YYK0001yNW,kiwi
DEBE01YYK0001xpc,banana
DEBE01YYK0001x6I,pear
DEBE01YYK0001yU6,apple
DEBE01YYK0001ydw,apple
DEBE01YYK0001xea,banana
DEBE01YYK0001yCX,kiwi
DEBE01YYK0001xzH,pear
